locus_tag,log2FoldChange,start,end,gene_length,padj,COG_category,Preferred_name,PFAMs
OOFNCCCI_02810,-0.042929583,3590011,3590916,905,0.937789988,S,NA,Mfa2
OOFNCCCI_02811,-0.03677153,3590913,3592532,1619,0.928084034,M,NA,"DUF3868,OmpA,TPR_8"
OOFNCCCI_02812,0.231461678,3592545,3593114,569,0.374174871,M,NA,DUF3575
OOFNCCCI_02813,-0.23877338,3593713,3594984,1271,0.325010659,L,NA,"Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase"
OOFNCCCI_02814,0.685250679,3595045,3595236,191,0.895802587,S,NA,"AAA-ATPase_like,AAA_21,PDDEXK_9"
OOFNCCCI_02815,0.005821483,3595338,3596741,1403,0.988184455,S,NA,AAA-ATPase_like
OOFNCCCI_02816,-0.552557947,3596898,3597458,560,0.231188132,J,rimN,Sua5_yciO_yrdC
OOFNCCCI_02817,0.279474868,3597461,3598861,1400,0.441753046,M,NA,"Bac_transf,CoA_binding_3"
OOFNCCCI_02818,-0.078518806,3598863,3600647,1784,0.83370889,P,NA,"CBS,Voltage_CLC"
OOFNCCCI_02819,-0.50562482,3600651,3601625,974,0.247845994,J,fmt,"Formyl_trans_C,Formyl_trans_N"
OOFNCCCI_02820,0.327113965,3601628,3601999,371,0.73170094,S,NA,DUF454
OOFNCCCI_02821,-0.424946069,3602139,3603233,1094,0.113368167,S,romA,Lactamase_B_2
OOFNCCCI_02822,-0.244677016,3603315,3604781,1466,0.228041171,P,katA,"Catalase,Catalase-rel"
OOFNCCCI_02823,-0.081225123,3605110,3609039,3929,0.78836678,K,NA,AlbA_2
OOFNCCCI_02824,-0.158047396,3609139,3612273,3134,0.475095524,V,bpeF,ACR_tran
OOFNCCCI_02825,-0.820111976,3612281,3613396,1115,0.006248939,M,NA,HlyD_D23
OOFNCCCI_02826,-0.001896125,3613430,3614836,1406,0.997139169,M,NA,OEP
OOFNCCCI_02827,0.179906538,3615073,3615489,416,0.734321012,O,mip,FKBP_C
OOFNCCCI_02828,-0.325018749,3615548,3617833,2285,0.155300184,C,maeB,"Malic_M,PTA_PTB,malic"
OOFNCCCI_02829,-1.105098556,3617964,3618233,269,0.517929817,NA,NA,NA
OOFNCCCI_02830,-0.130628831,3618253,3619977,1724,0.652225339,S,yehQ,"Helicase_C,SNF2_N,SNF2_assoc,SWIM"
OOFNCCCI_02831,-0.526237089,3619953,3621089,1136,0.212566181,S,NA,VWA_CoxE
OOFNCCCI_02832,-0.255789949,3621056,3623467,2411,0.346531544,NA,NA,NA
OOFNCCCI_02833,-0.583367447,3623428,3624507,1079,0.240356036,S,NA,AAA_5
OOFNCCCI_02834,-0.107767635,3624576,3626501,1925,0.683936109,C,molR,"DUF285,DUF4132,HEAT_2"
OOFNCCCI_02835,-0.258244482,3626509,3629745,3236,0.391564183,C,NA,DUF4132
OOFNCCCI_02836,0.184741127,3629787,3630188,401,0.765108865,NA,NA,NA
OOFNCCCI_02837,-0.530931575,3630421,3632721,2300,0.037400173,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_02838,0.323700774,3632823,3633251,428,0.700724826,FG,NA,HIT
OOFNCCCI_02839,-5.674794232,3633291,3633617,326,0.319050189,S,NA,ParE_toxin
OOFNCCCI_02840,-0.438740191,3633602,3633895,293,0.864779392,NA,NA,NA
OOFNCCCI_02841,-0.455982192,3634115,3634717,602,0.378880788,D,engB,MMR_HSR1
OOFNCCCI_02842,-0.259248607,3634722,3636182,1460,0.290616216,E,NA,SSF
OOFNCCCI_02843,0.432310061,3636553,3637866,1313,0.072217697,D,lytB,"DUF4922,Glycos_transf_2,SpoIID"
OOFNCCCI_02844,-0.491146653,3637875,3639872,1997,0.057613824,S,NA,OPT
OOFNCCCI_02845,-0.467518139,3640113,3640691,578,0.101891862,S,NA,DUF308
OOFNCCCI_02846,0.223806756,3640855,3641730,875,0.673498422,H,rfbA,NTP_transferase
OOFNCCCI_02847,-0.161558505,3641727,3642800,1073,0.775883502,GM,fcl,Epimerase
OOFNCCCI_02848,-0.26639114,3642814,3643965,1151,0.592471773,M,gmd,GDP_Man_Dehyd
OOFNCCCI_02849,0.349168316,3644078,3645214,1136,0.312672115,M,NA,OmpA
OOFNCCCI_02851,0.445165635,3645449,3646711,1262,0.147837544,M,wcaJ_2,"Bac_transf,CoA_binding_3"
OOFNCCCI_02852,-1.890657685,3646763,3647203,440,0.151417596,L,ruvX,RuvX
OOFNCCCI_02853,0.866734119,3647207,3647764,557,0.242574413,J,def,Pep_deformylase
OOFNCCCI_02854,-0.002806566,3647784,3649331,1547,0.995073537,I,NA,Carboxyl_trans
OOFNCCCI_02855,-0.204956568,3649361,3649687,326,0.795786726,I,NA,Biotin_lipoyl
OOFNCCCI_02856,0.012604644,3649967,3652072,2105,0.964744452,S,NA,"TPR_1,TPR_11,TPR_16,TPR_2,TPR_6,TPR_8,TPR_9"
OOFNCCCI_02857,-0.094768349,3652228,3654183,1955,0.754254329,J,thrS,"HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD"
OOFNCCCI_02859,-1.538345162,3654468,3654860,392,0.037749221,J,infC,"IF3_C,IF3_N"
OOFNCCCI_02860,-7.41296375,3654912,3655109,197,0.047152985,J,rpmI,Ribosomal_L35p
OOFNCCCI_02861,-0.154923597,3655217,3655561,344,0.630750963,J,rplT,Ribosomal_L20
OOFNCCCI_02862,-0.336166691,3656017,3658191,2174,0.148631341,G,NA,"CHB_HEX_C_1,F5_F8_type_C,Fn3_assoc,Glyco_hydro_20,Glyco_hydro_20b"
OOFNCCCI_02863,-0.04887756,3658320,3660563,2243,0.879414429,G,NA,Glyco_hydro_92
OOFNCCCI_02864,0.787042704,3660721,3662025,1304,0.001352801,S,NA,"AAA_15,AAA_21"
OOFNCCCI_02865,0.812245217,3662006,3662791,785,0.001911825,NA,NA,NA
OOFNCCCI_02866,-0.039197569,3663255,3665174,1919,0.89571419,GM,wbpM,"CoA_binding_3,Polysacc_synt_2"
OOFNCCCI_02867,0.798724138,3665149,3665322,173,0.824513297,NA,NA,NA
OOFNCCCI_02868,0.835095585,3665590,3666324,734,0.009577089,M,kdsB,CTP_transf_3
OOFNCCCI_02869,0.808786502,3666341,3667915,1574,0.000290591,E,NA,"DmpG_comm,HMGL-like"
OOFNCCCI_02870,1.650034209,3667908,3668603,695,3.41E-05,G,NA,Inositol_P
OOFNCCCI_02871,0.366834627,3668600,3669409,809,0.520405782,JM,rfbF,NTP_transferase
OOFNCCCI_02872,0.504323979,3669411,3670466,1055,0.039543649,M,rfbG,GDP_Man_Dehyd
OOFNCCCI_02873,0.712013701,3670463,3671380,917,0.025682507,GM,NA,Epimerase
OOFNCCCI_02874,0.999616966,3671608,3672705,1097,0.000235198,M,NA,"Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_02875,1.672739755,3672689,3673255,566,0.00116958,M,rfbC,dTDP_sugar_isom
OOFNCCCI_02876,0.761009305,3673258,3674370,1112,0.008201285,M,NA,"Glyco_transf_4,Glycos_transf_1"
OOFNCCCI_02877,1.30845197,3674385,3675413,1028,2.65E-05,V,NA,Glycos_transf_2
OOFNCCCI_02878,1.402865558,3675403,3676920,1517,1.13E-07,S,NA,NA
OOFNCCCI_02879,0.748632509,3676917,3677723,806,0.143631969,S,NA,MAF_flag10
OOFNCCCI_02880,1.646430816,3677725,3678714,989,1.87E-08,G,NA,Acyl_transf_3
OOFNCCCI_02881,1.543185166,3678727,3679800,1073,1.04E-15,S,NA,EpsG
OOFNCCCI_02882,0.600901037,3679805,3680602,797,0.114234253,M,NA,Glycos_transf_2
OOFNCCCI_02883,0.280885434,3680620,3681603,983,0.524634592,M,NA,Glycos_transf_2
OOFNCCCI_02884,0.081327422,3681663,3682790,1127,0.856989328,M,NA,"Glyco_trans_4_2,Glyco_trans_4_4,Glycos_transf_1"
OOFNCCCI_02885,-0.767051796,3682801,3683409,608,0.323032536,M,pglC,Bac_transf
OOFNCCCI_02886,0.234005859,3683416,3685062,1646,0.537981951,HJ,neuD,Hexapep
OOFNCCCI_02887,-0.563212593,3685052,3685702,650,0.319068218,S,NA,HAD_2
OOFNCCCI_02888,-0.128793988,3685721,3686965,1244,0.666697133,E,pglE,DegT_DnrJ_EryC1
OOFNCCCI_02889,-0.596207986,3687480,3687797,317,0.050792135,NA,NA,NA
OOFNCCCI_02890,-1.166396278,3687831,3688292,461,0.273100701,NU,NA,"Glucosaminidase,Rod-binding"
OOFNCCCI_02891,-0.641946915,3688302,3688745,443,0.017206482,L,NA,NA
OOFNCCCI_02892,-0.033584797,3689552,3689776,224,0.947061668,S,NA,DUF4248
OOFNCCCI_02893,-0.675845006,3689952,3690341,389,0.020578387,NA,NA,NA
OOFNCCCI_02894,-0.137145473,3690679,3691206,527,0.736419267,NA,NA,NA
OOFNCCCI_02895,-0.141577461,3691214,3692614,1400,0.755145622,L,dnaB,"DnaB,DnaB_C"
OOFNCCCI_02896,0.085072226,3692601,3693533,932,0.90126963,L,dnaG,"DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2"
OOFNCCCI_02897,-0.851199482,3693554,3694048,494,0.52184438,L,dnaG,"DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2"
OOFNCCCI_02898,-0.391912202,3694080,3694811,731,0.626443856,S,NA,YjbH
OOFNCCCI_02899,0.226977362,3694811,3696022,1211,0.418852588,NA,NA,YjbH
OOFNCCCI_02900,0.674826986,3696134,3697336,1202,0.01645033,S,NA,CarboxypepD_reg
OOFNCCCI_02901,-0.688955803,3697351,3698133,782,0.188937892,M,NA,"Poly_export,SLBB"
OOFNCCCI_02902,-0.113226227,3698145,3700505,2360,0.711065755,DM,NA,"AAA_31,CbiA,GNVR,Wzz"
OOFNCCCI_02903,-0.885514337,3700521,3701249,728,0.116726779,GM,NA,NA
OOFNCCCI_02904,-0.375792202,3701289,3701576,287,0.194011547,L,NA,Bac_DNA_binding
OOFNCCCI_02905,0.415512257,3702007,3702585,578,0.222296135,M,NA,DUF3575
OOFNCCCI_02906,-0.714861109,3702599,3703609,1010,0.042203497,U,NA,DUF3868
OOFNCCCI_02907,0.347070314,3703648,3705216,1568,0.090805334,S,NA,"Fimbrillin_C,Mfa2,P_gingi_FimA"
OOFNCCCI_02908,-0.327026139,3705317,3706243,926,0.304842741,P,corA,CorA
OOFNCCCI_02909,-0.111582058,3706439,3707968,1529,0.719812088,L,dnaB,"DnaB,DnaB_C"
OOFNCCCI_02910,0.300748949,3707970,3708833,863,0.632812424,K,NA,HTH_18
OOFNCCCI_02912,-0.483296313,3709048,3711426,2378,0.008014192,NA,NA,"Fib_succ_major,P_gingi_FimA"
OOFNCCCI_02913,-0.335639341,3711433,3712221,788,0.517929817,S,NA,Mfa2
OOFNCCCI_02914,-0.102684675,3712338,3713396,1058,0.802648844,S,NA,"Fimbrillin_C,P_gingi_FimA"
OOFNCCCI_02915,0.575250783,3713628,3713906,278,0.128563678,L,NA,Bac_DNA_binding
OOFNCCCI_02916,0.285217909,3714429,3716222,1793,0.16136461,T,NA,"HTH_18,Response_reg"
OOFNCCCI_02917,0.336913917,3716460,3717656,1196,0.272322397,S,NA,P_gingi_FimA
OOFNCCCI_02918,-0.782674006,3717791,3718936,1145,0.001395782,S,NA,P_gingi_FimA
OOFNCCCI_02919,0.410635176,3718958,3720115,1157,0.18472711,NA,NA,NA
OOFNCCCI_02920,-0.190127485,3720117,3721013,896,0.778480042,S,NA,Mfa2
OOFNCCCI_02921,-0.242380439,3721044,3722177,1133,0.553512398,S,NA,"Fimbrillin_C,P_gingi_FimA"
OOFNCCCI_02922,-0.152824106,3722190,3723380,1190,0.760236545,NA,NA,NA
OOFNCCCI_02923,-0.250758698,3723601,3724392,791,0.527138125,NA,NA,NA
OOFNCCCI_02924,-0.058353089,3724340,3724513,173,0.9855212,NA,NA,NA
OOFNCCCI_02925,0.478093545,3724780,3725802,1022,0.035364792,NA,NA,NA
OOFNCCCI_02926,0.675690369,3725854,3728721,2867,0.001304227,S,NA,DUF4906
OOFNCCCI_02927,0.668306726,3728724,3729035,311,0.925946136,L,NA,Bac_DNA_binding
OOFNCCCI_02929,-0.792323091,3729289,3730869,1580,0.001005604,M,mscM,MS_channel
OOFNCCCI_02930,-1.076659707,3731008,3731640,632,0.00137229,S,NA,DUF1080
OOFNCCCI_02931,-0.493703589,3731696,3733384,1688,0.061236859,S,NA,"ABC_tran,ABC_tran_Xtn"
OOFNCCCI_02932,-0.707447177,3733723,3733796,73,0.079597027,NA,NA,NA
OOFNCCCI_02933,-0.838486064,3734066,3734632,566,0.013999532,L,NA,"Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase"
OOFNCCCI_02934,-0.131207153,3734629,3735939,1310,0.700310481,L,NA,"Intron_maturas2,RVT_1"
OOFNCCCI_02935,-1.034311574,3735929,3736183,254,0.782935026,L,NA,"Arm-DNA-bind_5,Phage_int_SAM_5,Phage_integrase"
OOFNCCCI_02936,-6.014830007,3736299,3736481,182,0.287098038,NA,NA,NA
OOFNCCCI_02937,0.660074255,3736482,3736808,326,0.727850021,NA,NA,NA
OOFNCCCI_02938,0.883644679,3736936,3738294,1358,5.02E-05,S,NA,AAA_21
OOFNCCCI_02939,-0.067153463,3738601,3741456,2855,0.821274587,L,NA,"Helicase_C,SNF2_N"
OOFNCCCI_02940,0.154247902,3741458,3746452,4994,0.628690264,NA,NA,"DUF3883,HATPase_c_3"
OOFNCCCI_02941,0.460235258,3746454,3747155,701,0.604468613,N,NA,OmpA
OOFNCCCI_02942,-0.256443286,3747152,3748573,1421,0.34066818,U,NA,MotA_ExbB
OOFNCCCI_02943,0.06978108,3748986,3749993,1007,0.872994294,M,NA,CarbopepD_reg_2
OOFNCCCI_02944,-0.43462691,3750001,3750318,317,0.364450684,S,npd,NMO
OOFNCCCI_02945,-0.278597938,3750802,3751833,1031,0.349098538,K,NA,"Arabinose_bd,HTH_18"
OOFNCCCI_02946,0.570327845,3751939,3752316,377,0.116726779,NA,NA,NA
OOFNCCCI_02947,-0.668260993,3752482,3752700,218,0.731570515,NA,NA,NA
OOFNCCCI_02948,-0.043782918,3752716,3753336,620,0.966749129,S,vat_2,Hexapep
OOFNCCCI_02949,0.217607822,3753333,3754490,1157,0.375480355,S,NA,DUF5128
OOFNCCCI_02950,-0.264560203,3754846,3755694,848,0.326689576,K,NA,HTH_18
OOFNCCCI_02951,-0.75251781,3755705,3756559,854,0.080553758,K,NA,HTH_18
OOFNCCCI_02952,-0.302583595,3756598,3757653,1055,0.423394311,S,yvaA,"GFO_IDH_MocA,GFO_IDH_MocA_C"
OOFNCCCI_02953,-0.485191035,3757688,3758884,1196,0.131095664,S,NA,DUF4272
OOFNCCCI_02954,0.575442843,3758950,3759525,575,0.092759891,O,msrB,"PMSR,SelR"
OOFNCCCI_02955,-0.702551149,3759730,3760788,1058,0.016210244,C,NA,DUF362
OOFNCCCI_02956,0.062574098,3760927,3761751,824,0.879920991,P,cysQ,Inositol_P
OOFNCCCI_02957,-0.697030007,3761858,3763411,1553,0.011572799,P,NA,"CitMHS,TrkA_C"
OOFNCCCI_02958,-1.527676104,3763435,3764043,608,0.003024965,F,cysC,APS_kinase
OOFNCCCI_02959,-0.57049943,3764217,3765125,908,0.10595106,H,cysD,PAPS_reduct
OOFNCCCI_02960,-0.12470867,3765161,3766624,1463,0.738918172,P,cysN,"APS_kinase,GTP_EFTU"
OOFNCCCI_02961,-0.558390804,3766628,3767731,1103,0.134900775,S,NA,Sulfotransfer_3
OOFNCCCI_02962,-0.065397463,3767759,3768718,959,0.912719482,S,NA,PCMD
OOFNCCCI_02963,-0.554492593,3768731,3770728,1997,0.020381812,L,ligA,"BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2,HHH_5"
OOFNCCCI_02964,-0.154284039,3770725,3771246,521,0.939318343,NA,NA,NA
OOFNCCCI_02965,-0.566910025,3771300,3772193,893,0.14872843,E,dapA,DHDPS
OOFNCCCI_02966,-0.369889747,3772339,3772506,167,0.730068632,NA,NA,NA
OOFNCCCI_02967,-0.496563078,3772760,3774424,1664,0.014046902,I,NA,AMP-binding
OOFNCCCI_02968,-0.696581673,3774705,3777143,2438,0.000473285,C,NA,"Gly_radical,PFL-like"
OOFNCCCI_02969,-0.682545101,3777182,3778090,908,0.077714594,C,NA,"Fer4,Fer4_12,Radical_SAM"
OOFNCCCI_02970,0.022325749,3778106,3778984,878,0.962824797,K,NA,"AraC_binding,HTH_18"
OOFNCCCI_02971,-0.814260807,3779138,3780160,1022,0.01742563,M,NA,HlyD_D23
OOFNCCCI_02972,-0.384524666,3780157,3783249,3092,0.063091657,V,NA,ACR_tran
OOFNCCCI_02973,-0.888460265,3783268,3784560,1292,0.00117014,MU,NA,OEP
OOFNCCCI_02974,-0.323869427,3784623,3787007,2384,0.231322066,T,NA,"7TMR-DISMED2,AAA_16,GAF,HATPase_c,HisKA,PAS_3,PAS_9,Pkinase,Response_reg,SpoIIE,Y_Y_Y"
OOFNCCCI_02975,0.852155544,3787140,3788021,881,0.000979424,K,NA,HTH_18
OOFNCCCI_02976,0.594607704,3788314,3788766,452,0.032439559,G,NA,DUF386
OOFNCCCI_02977,0.105490491,3788972,3791182,2210,0.666677746,P,copA,"E1-E2_ATPase,HMA,Hydrolase"
OOFNCCCI_02979,0.54984475,3791415,3792074,659,0.491409518,S,hly-III,HlyIII
OOFNCCCI_02980,-0.706859513,3792151,3793470,1319,0.002676439,S,tldD3,PmbA_TldD
OOFNCCCI_02981,-0.371796734,3793472,3795004,1532,0.247593688,S,tldD1,PmbA_TldD
OOFNCCCI_02982,-0.570525924,3795011,3796252,1241,0.049293551,C,atsB,"Fer4_12,Fer4_14,Radical_SAM,SPASM"
OOFNCCCI_02983,-0.52872352,3796452,3797465,1013,0.028499442,M,NA,Amidase_3
OOFNCCCI_02984,-0.351069176,3797929,3798753,824,0.141484388,S,NA,NA
OOFNCCCI_02985,0.167684917,3798948,3800087,1139,0.638448536,C,sucC,"ATP-grasp_2,Ligase_CoA"
OOFNCCCI_02986,-1.63696873,3800101,3800964,863,0.000125956,C,sucD,"CoA_binding,Ligase_CoA,Succ_CoA_lig"
OOFNCCCI_02987,-0.73563085,3801005,3802453,1448,0.040148669,E,NA,"Lipase_GDSL,Lipase_GDSL_2"
OOFNCCCI_02988,-0.276535026,3802428,3803816,1388,0.425147325,E,NA,"Lipase_GDSL,Lipase_GDSL_2,LysM"
OOFNCCCI_02989,-0.516367646,3803806,3805335,1529,0.077771164,M,algI,MBOAT
OOFNCCCI_02990,-0.47925168,3805357,3806973,1616,0.099667098,M,NA,TonB_C
OOFNCCCI_02991,-0.585782196,3806981,3808264,1283,0.021858734,M,ybdG_2,MS_channel
OOFNCCCI_02992,0.031351563,3808328,3809497,1169,0.917558299,M,ybdG_1,MS_channel
OOFNCCCI_02993,-0.627169382,3809656,3812520,2864,0.002406733,S,NA,"Peptidase_M16,Peptidase_M16_C"
OOFNCCCI_02994,-1.054207025,3812520,3812975,455,0.641491056,S,NA,DUF4268
OOFNCCCI_02995,-0.836884014,3812981,3815536,2555,5.23E-07,E,pepN,"ERAP1_C,Peptidase_M1"
OOFNCCCI_02996,-0.304200958,3815811,3816662,851,0.408668053,F,hisG,"HisG,HisG_C"
OOFNCCCI_02997,-0.658653676,3816815,3818095,1280,0.002945116,E,hisD,Histidinol_dh
OOFNCCCI_02998,-0.78061218,3818092,3819123,1031,0.072659939,E,hisC,Aminotran_1_2
OOFNCCCI_02999,-0.058055672,3819126,3820253,1127,0.909905378,E,hisB,"Hydrolase_like,IGPD,PNK3P"
OOFNCCCI_03000,0.020176727,3820274,3820660,386,0.997871583,S,NA,Lipocalin_8
OOFNCCCI_03002,-1.211331874,3820738,3821205,467,0.271852132,S,ybaK,tRNA_edit
OOFNCCCI_03003,-0.347930405,3821228,3823354,2126,0.127778389,K,yhgF,"HHH_3,S1,Tex_N,Tex_YqgF"
OOFNCCCI_03004,-0.152081999,3823502,3825010,1508,0.603414261,T,NA,"GAF,HATPase_c,HisKA,Hpt,PAS,PAS_3,PAS_4,PAS_9,Response_reg"
OOFNCCCI_03005,-0.459873875,3825003,3826310,1307,0.185115505,P,ssuB,"ABC_tran,BPD_transp_1"
OOFNCCCI_03006,-0.485539541,3826379,3827296,917,0.121880721,P,NA,NA
OOFNCCCI_03007,-0.475378025,3827556,3829115,1559,0.066954832,E,NA,SSF
OOFNCCCI_03009,-0.707442188,3829268,3829693,425,0.673498422,S,NA,NA
OOFNCCCI_03010,-0.445134854,3829725,3831026,1301,0.085561585,H,paaK,"AMP-binding,AMP-binding_C_2"
OOFNCCCI_03011,-0.28226172,3831224,3832864,1640,0.320947326,T,NA,"GAF,HATPase_c,HisKA,Hpt,PAS,PAS_3,PAS_4,PAS_9,Response_reg"
OOFNCCCI_03012,-0.53230974,3832871,3833422,551,0.119539447,S,yajL,DJ-1_PfpI
OOFNCCCI_03013,-0.594060669,3834082,3835422,1340,0.013085248,F,guaD,Amidohydro_1
OOFNCCCI_03014,-0.443868822,3835387,3836385,998,0.397968869,C,NA,Fer4_5
OOFNCCCI_03015,-4.894990509,3836354,3836581,227,NA,S,NA,DUF2007
OOFNCCCI_03016,7.622014095,3836646,3836840,194,0.132657305,NA,NA,NA
OOFNCCCI_03017,-0.801680005,3836854,3837213,359,0.614898716,NA,NA,NA
OOFNCCCI_03018,-0.209787129,3837331,3839643,2312,0.401368233,V,NA,"FtsX,MacB_PCD"
OOFNCCCI_03019,-0.658654136,3839743,3840345,602,0.127629651,L,NA,Bac_DNA_binding
OOFNCCCI_03020,-0.076886546,3840665,3841402,737,0.793699705,S,NA,DUF5131
OOFNCCCI_03021,-0.600365414,3841908,3845033,3125,0.012682052,P,NA,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
OOFNCCCI_03022,-0.653311457,3845046,3846770,1724,0.007032782,F,NA,"SusD-like_3,SusD_RagB"
OOFNCCCI_03023,-1.030719754,3846807,3847271,464,0.153706176,NA,NA,NA
OOFNCCCI_03024,-0.379880832,3847365,3848633,1268,0.076443149,S,NA,DUF5103
OOFNCCCI_03025,-0.338233678,3848766,3850115,1349,0.373878102,C,nqrA,"NQRA,NQRA_SLBB"
OOFNCCCI_03026,-0.134951418,3850138,3851346,1208,0.779277764,C,nqrB,NQR2_RnfD_RnfE
OOFNCCCI_03027,-0.38555004,3851355,3852152,797,0.402922286,C,nqrC,FMN_bind
OOFNCCCI_03028,-0.298095448,3852165,3852785,620,0.733061511,C,nqrD,Rnf-Nqr
OOFNCCCI_03029,0.252977434,3852811,3853428,617,0.690045369,C,nqrE,Rnf-Nqr
OOFNCCCI_03030,-0.615501453,3853456,3854745,1289,0.00331413,C,nqrF,"FAD_binding_6,Fer2,NAD_binding_1"
OOFNCCCI_03031,-0.580692066,3855003,3855185,182,0.665890398,NA,NA,NA
OOFNCCCI_03032,-0.843201043,3855279,3855545,266,0.255717751,NA,NA,NA
OOFNCCCI_03033,0.448231712,3855677,3856129,452,0.457222146,V,NA,HSDR_N_2
OOFNCCCI_03034,-0.343113684,3856188,3856964,776,0.587558848,F,amn,PNP_UDP_1
OOFNCCCI_03035,-0.393659597,3856981,3858003,1022,0.071967047,L,holA,DNA_pol3_delta
OOFNCCCI_03036,0.040674869,3858811,3859344,533,0.908028046,K,NA,"HTH_3,Phage_CI_repr"
OOFNCCCI_03037,-0.032482891,3859408,3860190,782,0.961848297,C,pyrK,"DHODB_Fe-S_bind,FAD_binding_6,NAD_binding_1"
OOFNCCCI_03038,-0.771371351,3860178,3861089,911,0.274875453,F,pyrD,DHO_dh
OOFNCCCI_03039,-0.551165002,3861520,3863676,2156,0.019805265,G,NA,"Glyco_hydro_36C,Glyco_hydro_36N,Melibiase"
OOFNCCCI_03040,-0.105287966,3863762,3864943,1181,0.788982902,EGP,ynfM,"MFS_1,Sugar_tr"
OOFNCCCI_03041,-0.547635045,3865082,3865786,704,0.34068231,S,NA,MgtC
OOFNCCCI_03042,-0.867719114,3865791,3866264,473,0.561049068,S,NA,C_GCAxxG_C_C
OOFNCCCI_03043,-4.085984675,3866281,3866583,302,0.512251234,S,NA,Dabb
OOFNCCCI_03044,0.035595765,3866599,3867897,1298,0.940083812,ET,serB,"ACT_6,Glycos_transf_2,HAD"
OOFNCCCI_03045,-0.411658447,3867981,3868502,521,0.122384513,S,NA,NA
OOFNCCCI_03046,-0.359348365,3868923,3869423,500,0.24803453,O,NA,"AhpC-TSA,Redoxin,Thioredoxin_8"
OOFNCCCI_03047,-0.404464151,3869529,3871832,2303,0.063033046,G,NA,"CHB_HEX_C_1,Glyco_hydro_20,Glyco_hydro_20b,PA14"
OOFNCCCI_03048,-0.626028034,3871919,3873292,1373,0.015756256,E,pepP,"AMP_N,Peptidase_M24"
OOFNCCCI_03049,-0.767906998,3873407,3873751,344,0.570228422,K,NA,DRTGG
OOFNCCCI_03050,-0.672773305,3873766,3874188,422,0.725837461,T,NA,"HATPase_c,HATPase_c_2"
OOFNCCCI_03051,-0.576852547,3874195,3875574,1379,0.066750568,C,NA,"FeS,Fe_hyd_lg_C,Fer4,Fer4_6"
OOFNCCCI_03052,-5.649102642,3875561,3875899,338,0.322887943,K,NA,DRTGG
OOFNCCCI_03053,-0.475458816,3875896,3876639,743,0.444391475,S,NA,PHP
OOFNCCCI_03054,-1.909825322,3876790,3877314,524,4.52E-07,T,NA,HATPase_c
OOFNCCCI_03055,-0.351729803,3877316,3878710,1394,0.319068218,M,mltF,"SBP_bac_3,SLT"
OOFNCCCI_03056,-0.997740512,3878723,3880138,1415,3.34E-06,J,rumA,"TRAM,tRNA_U5-meth_tr"
OOFNCCCI_03057,-0.681263626,3880332,3883052,2720,0.001319689,G,ppdK,"PEP-utilizers,PEP-utilizers_C,PPDK_N"
OOFNCCCI_03058,-1.00375879,3883220,3883444,224,0.042027642,NA,NA,NA
OOFNCCCI_03059,-0.164285439,3883602,3884558,956,0.735803689,S,NA,Mfa_like_1
OOFNCCCI_03060,0.511046191,3884773,3885171,398,0.403777007,K,NA,LytTR
OOFNCCCI_03061,0.042819192,3885161,3885814,653,0.947752486,T,NA,FHA
OOFNCCCI_03062,-0.623668377,3885952,3886194,242,0.883169189,NA,NA,NA
OOFNCCCI_03063,-1.491109514,3886191,3886706,515,0.221680761,T,NA,FHA
OOFNCCCI_03064,-0.536834613,3886721,3887524,803,0.312672115,T,NA,PP2C_2
OOFNCCCI_03065,-0.484862376,3887569,3889482,1913,0.082711367,KLT,NA,Pkinase
OOFNCCCI_03066,0.670938198,3889491,3890435,944,0.128642789,S,NA,"DUF900,Sel1"
OOFNCCCI_03067,0.409756611,3890447,3892666,2219,0.068238302,S,NA,Kelch_1
OOFNCCCI_03068,-0.95839052,3892674,3893561,887,0.006366771,E,cysE,"Hexapep,SATase_N"
OOFNCCCI_03069,-0.944160741,3893663,3894061,398,0.557558948,C,NA,NA
OOFNCCCI_03070,-0.831226646,3894086,3895879,1793,0.001542758,C,nuoF,"2Fe-2S_thioredx,Complex1_51K,Fer4,NADH_4Fe-4S,SLBB"
OOFNCCCI_03071,-0.656268597,3895919,3897709,1790,0.009277165,C,hndD,"Fe_hyd_SSU,Fe_hyd_lg_C,Fer2_4,Fer4,Fer4_7,Molybdop_Fe4S4,Molybdopterin,Molydop_binding,NADH-G_4Fe-4S_3"
OOFNCCCI_03072,0.166714565,3897713,3898201,488,0.73805004,C,hndA,2Fe-2S_thioredx
OOFNCCCI_03073,-0.775382204,3898698,3899693,995,0.004618912,S,NA,TPM_phosphatase
OOFNCCCI_03074,-1.170835517,3899715,3900314,599,0.007286702,S,lemA,LemA
